m_worldPositionX,m_worldPositionY,m_worldPositionZ,m_worldVelocityX,m_worldVelocityY,m_worldVelocityZ,m_worldForwardDirX,m_worldForwardDirY,m_worldForwardDirZ,m_worldRightDirX,m_worldRightDirY,m_worldRightDirZ,m_gForceLateral,m_gForceLongitudinal,m_gForceVertical,m_yaw,m_pitch
101.78369903564453,2.388033866882324,-428.0210876464844,87.19491577148438,-3.6929993629455566,2.529076337814331,55679,59386,29187,41724,1282,61311,0.47344687581062317,0.19431021809577942,0.19253313541412354,1.5444477796554565,0.04025614261627197,-0.015801459550857544
109.62574005126953,2.0634305477142334,-427.8128967285156,87.37944793701172,-3.5623269081115723,2.1129698753356934,56959,1531,53506,15613,24321,62847,0.466576486825943,0.18828672170639038,-0.08329722285270691,1.5491530895233154,0.03917562961578369,-0.010719304904341698
119.42367553710938,1.6513556241989136,-427.60333251953125,87.58627319335938,-3.7133877277374268,1.642961025238037,57215,55290,7938,58109,13824,64127,0.4072647988796234,0.18385623395442963,0.15409047901630402,1.554234504699707,0.04037344455718994,-0.0016494980081915855
128.83892822265625,1.2498528957366943,-427.4463806152344,87.77312469482422,-3.797150135040283,1.3014405965805054,57471,47098,45057,18686,17407,64383,0.291328102350235,0.14687620103359222,-0.11126943677663803,1.5573266744613647,0.041233181953430176,0.0057834358885884285
138.3059844970703,0.8322950005531311,-427.3198547363281,87.94921875,-3.9071102142333984,1.0650711059570312,57215,39930,28417,33022,30462,64127,0.1577165573835373,0.14798979461193085,0.07053621113300323,1.5590626001358032,0.04202306270599365,0.012035511434078217
147.79678344726562,0.39856693148612976,-427.2107238769531,87.12787628173828,-4.162480354309082,0.962361752986908,55679,1018,22017,37374,58109,63615,0.05721269175410271,-1.6829583644866943,-0.3478640615940094,1.5595563650131226,0.04662430286407471,0.0165493693202734
157.07615661621094,-0.05865367874503136,-427.1091613769531,83.70291900634766,-4.128342151641846,0.925700843334198,54399,40697,27649,30974,52221,63359,-0.08628961443901062,-3.9906673431396484,0.2215392142534256,1.5587916374206543,0.04969048500061035,0.017268911004066467
164.56765747070312,-0.4165550768375397,-427.0197448730469,79.88660430908203,-3.771845579147339,1.043074131011963,54399,48633,50177,7422,28413,62591,-0.21723662316799164,-4.336266040802002,-0.01711447909474373,1.555983066558838,0.04865443706512451,0.02011093683540821
173.2718963623047,-0.8285348415374756,-426.8884582519531,75.08927917480469,-3.7047226428985596,1.307812213897705,52095,20473,33026,21501,50684,60799,-0.38383612036705017,-4.366477012634277,-0.4151571989059448,1.5498604774475098,0.05179572105407715,0.02524450235068798
180.21165466308594,-1.1832358837127686,-426.7506408691406,71.20587158203125,-3.7493391036987305,1.5871704816818237,50047,61944,8707,45308,54780,59775,-0.39650848507881165,-4.1185102462768555,-0.2074015736579895,1.5448750257492065,0.05455136299133301,0.02475876919925213
188.16775512695312,-1.5964088439941406,-426.5481872558594,66.64313507080078,-3.3702712059020996,1.9135446548461914,49279,8441,58115,60667,34300,57983,-0.3976084291934967,-3.8536899089813232,0.11003728955984116,1.538865089416504,0.05286693572998047,0.027195505797863007
194.281982421875,-1.907166838645935,-426.3544616699219,62.83510208129883,-3.211541175842285,2.206279993057251,47231,3321,44036,8699,29692,55935,-0.5224311351776123,-3.8886451721191406,0.002516761887818575,1.5326638221740723,0.05328059196472168,0.027747634798288345
201.1270294189453,-2.2606260776519775,-426.08135986328125,58.628562927246094,-3.1100075244903564,2.6397721767425537,42623,50168,774,50937,21244,51839,-0.5939843058586121,-3.7216317653656006,-0.19705019891262054,1.522034764289856,0.05516672134399414,0.028758909553289413
206.52349853515625,-2.5514044761657715,-425.81182861328125,55.18512725830078,-3.0058770179748535,3.019233465194702,37503,39160,18695,32760,27388,47487,-0.5215521454811096,-3.788391590118408,-0.12195758521556854,1.5120384693145752,0.05618584156036377,0.028031522408127785
212.59408569335938,-2.8868579864501953,-425.441650390625,51.1881103515625,-2.8470497131347656,3.517366647720337,28543,25848,13577,36854,18940,38783,-0.8396076560020447,-3.3749287128448486,0.01424559485167265,1.4968266487121582,0.057228803634643555,0.029036134481430054
217.37110900878906,-3.153132915496826,-425.0711669921875,48.27579879760742,-2.7690467834472656,4.191668510437012,17535,19448,16907,33012,12540,27519,-1.021862268447876,-2.7818760871887207,-0.26989948749542236,1.4806519746780396,0.057356834411621094,0.02979454956948757
222.71893310546875,-3.4630138874053955,-424.5291442871094,44.95199203491211,-2.633329153060913,5.3123674392700195,55934,9208,8463,40944,18684,895,-1.5015202760696411,-2.613316059112549,-0.07955402135848999,1.450130581855774,0.05756962299346924,0.029072120785713196
226.93580627441406,-3.71382737159729,-423.95306396484375,42.664859771728516,-2.591858148574829,6.662752628326416,12414,248,57875,57835,45820,23678,-1.8649214506149292,-1.9780583381652832,-0.06372716277837753,1.4126578569412231,0.057744622230529785,0.025836721062660217
231.7146759033203,-4.00783109664917,-423.076904296875,40.34097671508789,-2.528200387954712,8.5454740524292,58492,54263,51482,64740,3325,4989,-2.094801425933838,-1.577897310256958,-0.08293352276086807,1.3577492237091064,0.05763375759124756,0.02309543825685978
235.52439880371094,-4.248805522918701,-422.165283203125,38.394317626953125,-2.443422317504883,10.272274017333984,17787,57847,31265,21214,44541,30331,-2.300375461578369,-1.5188716650009155,0.03682832419872284,1.3040735721588135,0.056485891342163086,0.01817220263183117
239.8284454345703,-4.5330610275268555,-420.879638671875,35.76033401489258,-2.482128381729126,11.83258056640625,23416,9207,42282,8149,61693,38264,-2.162611961364746,-1.689306378364563,-0.1242770403623581,1.2285435199737549,0.059917449951171875,0.016115637496113777
243.18142700195312,-4.771007537841797,-419.6624450683594,33.474342346191406,-2.401306390762329,13.284247398376465,54900,64758,31539,19916,37118,5237,-2.4328365325927734,-1.6097712516784668,0.0853545218706131,1.1542054414749146,0.05994737148284912,0.011242054402828217
246.26882934570312,-4.998225688934326,-418.3286437988281,31.41511344909668,-2.423185110092163,14.647521018981934,35696,46838,16188,34243,53758,52336,-2.1275975704193115,-1.089653491973877,-0.2564285099506378,1.077674388885498,0.05965125560760498,0.009265204891562462
249.77854919433594,-5.2819013595581055,-416.5290832519531,29.02493667602539,-2.416590690612793,16.326894760131836,26986,6390,28486,19897,12031,45418,-2.3382680416107178,-0.9347711205482483,-0.07904881983995438,0.9843555092811584,0.06102001667022705,0.006429258268326521
252.38967895507812,-5.511794090270996,-414.9573669433594,27.176393508911133,-2.492927312850952,17.483806610107422,63844,46581,64077,46257,62974,16229,-2.4470834732055664,-0.9876047372817993,0.10294895619153976,0.911236584186554,0.058686017990112305,0.008151670917868614
255.31910705566406,-5.787889003753662,-412.90313720703125,24.873289108276367,-2.4578211307525635,18.906137466430664,9054,22517,4438,34729,4862,22622,-2.4241251945495605,-0.7319114208221436,0.02541561983525753,0.827793538570404,0.051280856132507324,0.015077464282512665
257.9642639160156,-6.050027847290039,-410.69732666015625,22.560190200805664,-2.23008131980896,20.6578369140625,37975,10486,53596,52386,40189,45399,-2.7258479595184326,-0.2884119153022766,0.26925423741340637,0.7543009519577026,0.0391545295715332,0.01870853267610073
260.30224609375,-6.2809014320373535,-408.36566162109375,19.80757713317871,-1.9962626695632935,21.586450576782227,26449,53238,22626,18333,32508,25681,-2.53509521484375,-0.9327511191368103,0.11805864423513412,0.6895557045936584,0.024601459503173828,0.027437876909971237
262.0533447265625,-6.465834140777588,-406.3072204589844,17.671220779418945,-1.9721922874450684,22.394880294799805,32588,48118,13158,26777,1276,28236,-2.401822090148926,-0.695468008518219,0.07350209355354309,0.6407021284103394,0.01839578151702881,0.03113715350627899
263.91790771484375,-6.684991836547852,-403.7245788574219,15.080533981323242,-1.8780397176742554,22.73771858215332,19014,56054,37738,2709,25339,9542,-2.131875991821289,-1.28856360912323,0.10722499340772629,0.5813877582550049,0.009125232696533203,0.03610897809267044
265.2325744628906,-6.861811637878418,-401.57794189453125,13.008421897888184,-1.9054867029190063,23.08595085144043,61247,46326,32366,8081,3323,48703,-2.1473500728607178,-0.5021287798881531,0.006912835408002138,0.5230491161346436,0.0027446746826171875,0.03873484209179878
266.5599365234375,-7.068135738372803,-398.9513244628906,10.861998558044434,-1.792986512184143,23.97865867614746,30519,1271,115,42892,35578,13367,-1.9232922792434692,-0.028623804450035095,0.049619752913713455,0.4482048749923706,-0.00807332992553711,0.042694028466939926
267.6568908691406,-7.266115665435791,-396.22491455078125,8.856170654296875,-1.7404175996780396,25.008426666259766,49453,63479,17527,32136,26874,31021,-2.041017532348633,0.27436408400535583,0.18781904876232147,0.36563798785209656,-0.01843130588531494,0.043738916516304016
268.4064636230469,-7.417681694030762,-393.8647766113281,7.53728723526001,-1.64688241481781,26.386030197143555,35108,24312,28282,25477,59897,13860,-1.9634652137756348,1.0069701671600342,-0.005354477558284998,0.28961053490638733,-0.028662919998168945,0.04762066528201103
269.1332092285156,-7.610151767730713,-390.8196716308594,5.2395124435424805,-1.6798762083053589,27.661579132080078,55064,17144,21117,32898,31738,35096,-2.583528995513916,0.6421442031860352,0.3549899458885193,0.19541706144809723,-0.030627846717834473,0.043136656284332275
269.57904052734375,-7.792243480682373,-387.6623229980469,2.7220020294189453,-1.551573395729065,28.75126838684082,38157,7417,5759,53632,33274,19213,-2.4724104404449463,0.7375953793525696,0.35508137941360474,0.10638763010501862,-0.0370635986328125,0.042967990040779114
269.7387390136719,-7.937023162841797,-384.9460754394531,0.6863272190093994,-1.5341142416000366,29.51174545288086,23044,38649,49791,12672,30970,4868,-2.289494752883911,0.7021363973617554,0.17288348078727722,0.034048356115818024,-0.04156053066253662,0.04323860630393028
269.67059326171875,-8.102413177490234,-381.6036682128906,-1.8320720195770264,-1.4786993265151978,30.239744186401367,31481,47865,44159,19584,45050,14329,-2.1107418537139893,0.6263394951820374,0.031440891325473785,-0.05105144530534744,-0.04406595230102539,0.0415680930018425
269.40802001953125,-8.240110397338867,-378.8155517578125,-3.8715436458587646,-1.5517911911010742,30.66385841369629,43248,50425,60286,5249,38906,25840,-2.217791795730591,0.668188214302063,0.023244692012667656,-0.12031114846467972,-0.0478973388671875,0.04230281710624695
268.8306884765625,-8.40917682647705,-375.39788818359375,-6.486769199371338,-1.5352364778518677,31.00349235534668,17638,48889,14717,51074,58874,998,-2.1409378051757812,0.6574068069458008,-0.028667815029621124,-0.20268921554088593,-0.0490037202835083,0.03992641344666481
268.00445556640625,-8.581291198730469,-372.0693054199219,-8.945714950561523,-1.6539593935012817,31.11144256591797,45788,27129,55930,10373,58874,28124,-2.2311196327209473,0.6924349665641785,-0.014957435429096222,-0.2798585891723633,-0.0526355504989624,0.03990919888019562
266.89666748046875,-8.769622802734375,-368.6927185058594,-11.462636947631836,-1.7881739139556885,31.032482147216797,35539,1017,53879,12168,6395,16851,-2.3131158351898193,0.7061278223991394,0.035243187099695206,-0.3553304076194763,-0.05503535270690918,0.03836940601468086
265.549560546875,-8.966035842895508,-365.4100036621094,-13.905607223510742,-1.8800644874572754,30.953887939453125,3275,56824,20340,46219,14587,49866,-2.052055597305298,1.0068113803863525,0.17131111025810242,-0.4272809624671936,-0.05719888210296631,0.037387389689683914
263.9237060546875,-9.174805641174316,-362.04248046875,-16.03610610961914,-1.9618620872497559,31.135398864746094,26820,55288,3185,63630,26875,8132,-1.7028439044952393,1.0989041328430176,0.13049347698688507,-0.48521411418914795,-0.05791890621185303,0.035910844802856445
262.0723876953125,-9.39140510559082,-358.6462097167969,-17.90653419494629,-1.9908233880996704,31.399967193603516,13760,59896,48238,20881,1531,60351,-1.0591275691986084,1.5568068027496338,0.18995147943496704,-0.5228548049926758,-0.06144750118255615,0.038931410759687424
260.386962890625,-9.577314376831055,-355.7886047363281,-19.485849380493164,-2.155428409576416,31.972511291503906,11197,56824,60780,7827,15867,58300,-1.259359359741211,1.44857919216156,-0.04417936131358147,-0.5505037307739258,-0.0609588623046875,0.03722430765628815
258.17681884765625,-9.811095237731934,-352.3052978515625,-21.425565719604492,-2.210498809814453,32.589210510253906,55737,52728,53354,15509,21499,37049,-1.132247805595398,1.4188557863235474,-0.044139113277196884,-0.5813401341438293,-0.06150531768798828,0.03655233979225159
255.75970458984375,-10.060440063476562,-348.7493591308594,-23.292922973632812,-2.3608133792877197,33.16993713378906,41910,49656,41320,27031,35835,23478,-1.1968179941177368,1.5051097869873047,0.11201414465904236,-0.6117125749588013,-0.06111621856689453,0.034856949001550674
253.56634521484375,-10.275885581970215,-345.71173095703125,-24.93032455444336,-2.403043746948242,33.623470306396484,61619,55544,45414,24985,12795,43187,-1.2133713960647583,1.4581925868988037,0.055573076009750366,-0.6378422379493713,-0.06356728076934814,0.03760482370853424
250.7212677001953,-10.549503326416016,-341.99609375,-26.82810401916504,-2.5869767665863037,33.954986572265625,45744,20216,11108,54427,22780,27056,-1.2880256175994873,1.3328274488449097,0.05150185152888298,-0.6696481108665466,-0.05981099605560303,0.02859031967818737
247.68141174316406,-10.826094627380371,-338.28399658203125,-28.89089584350586,-2.492479085922241,34.09596252441406,14765,18425,25697,38046,30461,1709,-1.3830690383911133,1.5028327703475952,0.12720449268817902,-0.7043079137802124,-0.0491938591003418,0.01986420899629593
244.44627380371094,-11.09425163269043,-334.5887145996094,-30.85572052001953,-2.424740791320801,34.186485290527344,64169,32249,36190,29345,15869,51113,-1.327797532081604,1.7857565879821777,0.08518176525831223,-0.738200843334198,-0.050258755683898926,0.02159740775823593
240.997314453125,-11.358034133911133,-330.8963623046875,-33.040714263916016,-2.412574291229248,34.22043991088867,57254,48889,42587,22180,48893,45990,-1.4136344194412231,1.3707118034362793,0.0652521476149559,-0.7713642120361328,-0.046778202056884766,0.017645329236984253
237.9058380126953,-11.577006340026855,-327.7783508300781,-34.76369094848633,-2.393636703491211,34.19350814819336,39332,2042,26201,38566,61949,29092,-1.3597187995910645,1.3420021533966064,0.1394605040550232,-0.7963938117027283,-0.04464840888977051,0.016093077138066292
233.99221801757812,-11.828621864318848,-324.04254150390625,-36.752986907958984,-2.2605795860290527,34.10017776489258,3490,27386,48982,16041,5118,60065,-1.3479129076004028,1.2528883218765259,0.17686954140663147,-0.8251762390136719,-0.04231083393096924,0.015069713816046715
229.92276000976562,-12.064693450927734,-320.37481689453125,-38.68242263793945,-2.1431827545166016,33.90072250366211,39839,53754,2900,61867,27390,32415,-1.3202699422836304,1.193660855293274,0.013716389425098896,-0.853658139705658,-0.038707613945007324,0.012404268607497215
225.67520141601562,-12.297085762023926,-316.7569580078125,-40.57299041748047,-2.1424248218536377,33.57883834838867,15773,65274,17233,48046,24574,8861,-1.4445745944976807,1.1593581438064575,0.17056994140148163,-0.8822498321533203,-0.038323044776916504,0.012738039717078209
221.13490295410156,-12.52528190612793,-313.11407470703125,-42.514076232910156,-2.044193983078003,33.07421112060547,52122,23547,14414,50865,47102,46234,-1.5515605211257935,1.0773684978485107,0.2190181016921997,-0.9127678871154785,-0.034880638122558594,0.010062926448881626
217.21066284179688,-12.703756332397461,-310.1426696777344,-44.10871124267578,-1.8699642419815063,32.507747650146484,48792,54267,33867,31668,51198,43928,-1.597285509109497,1.0271494388580322,0.24593228101730347,-0.939332127571106,-0.03201901912689209,0.00958170834928751
212.18885803222656,-12.908358573913574,-306.5655822753906,-46.00647735595703,-1.7928892374038696,31.66212272644043,18582,5628,3144,62903,39678,14230,-1.7027586698532104,0.9432337284088135,0.2179611623287201,-0.9726230502128601,-0.03147721290588379,0.010932759381830692
207.18524169921875,-13.094568252563477,-303.2392883300781,-47.6511344909668,-1.708057165145874,30.60099220275879,63891,26876,36164,30139,43518,60051,-1.711639404296875,1.0331149101257324,0.09915304183959961,-1.0054066181182861,-0.02934741973876953,0.010488580912351608
202.04444885253906,-13.2684326171875,-300.0531311035156,-49.472225189208984,-1.589828372001648,29.60692024230957,54929,44540,5185,62142,19966,51601,-1.7247282266616821,0.9624979496002197,0.15835030376911163,-1.0373690128326416,-0.029136061668395996,0.013290807604789734
196.70631408691406,-13.431562423706055,-296.96856689453125,-51.20756530761719,-1.4917185306549072,28.597278594970703,60303,63996,47933,19650,15102,57487,-1.605073094367981,0.9580035209655762,0.014690159820020199,-1.067549467086792,-0.027431726455688477,0.013881607912480831
191.20590209960938,-13.582038879394531,-294.00006103515625,-52.85194778442383,-1.3198543787002563,27.58342742919922,15758,27645,39226,28357,15870,13710,-1.583925724029541,0.9243077039718628,0.3219459354877472,-1.0953335762023926,-0.024253487586975098,0.013775519095361233
185.4583740234375,-13.708906173706055,-291.1018981933594,-54.43296813964844,-1.080447793006897,26.540348052978516,45196,254,33335,33736,24574,44172,-1.5257338285446167,0.8851722478866577,0.13296246528625488,-1.122299313545227,-0.019626379013061523,0.012750604189932346
179.58944702148438,-13.807907104492188,-288.33856201171875,-55.947052001953125,-0.77447110414505,25.436697006225586,15499,40958,26420,40651,20734,15243,-1.5617257356643677,0.8550813794136047,0.2320103794336319,-1.14907968044281,-0.015243291854858398,0.013196820393204689
173.5806884765625,-13.879688262939453,-285.7047119140625,-57.40565872192383,-0.5669397711753845,24.239736557006836,54665,6911,11057,55758,16382,54921,-1.6606138944625854,0.8165529370307922,0.3259136974811554,-1.1765955686569214,-0.011769413948059082,0.013710367493331432
167.39483642578125,-13.926216125488281,-283.19781494140625,-58.84089660644531,-0.3309909999370575,22.86136245727539,28552,38655,44077,22226,25086,29064,-1.7710235118865967,0.7668742537498474,0.184319868683815,-1.2059686183929443,-0.007545113563537598,0.012673229910433292
162.1221466064453,-13.950286865234375,-281.2255554199219,-59.9976692199707,-0.16398566961288452,21.574867248535156,18567,56831,35370,30933,23806,19335,-1.891082763671875,0.7270603179931641,0.3306007981300354,-1.2320339679718018,-0.005287766456604004,0.012830166146159172
155.46160888671875,-13.963780403137207,-278.9510498046875,-61.36112976074219,-0.03881331533193588,19.848079681396484,61317,9728,33062,32985,6654,62341,-1.9953010082244873,0.6799030900001526,0.3001510798931122,-1.2652446031570435,-0.0033544301986694336,0.014878478832542896
148.9016571044922,-13.958507537841797,-276.94561767578125,-62.42524719238281,0.13198766112327576,18.00128173828125,49028,28416,33314,32221,22526,49796,-2.0316433906555176,0.7308857440948486,0.24229010939598083,-1.2977656126022339,-0.00022077560424804688,0.012973644770681858
142.0410614013672,-13.925677299499512,-275.0933837890625,-63.6886100769043,0.4684489369392395,16.055744171142578,42883,16897,19998,44513,64509,43907,-2.0469608306884766,0.6966120600700378,0.2963062822818756,-1.3315973281860352,0.005823969841003418,0.01577935554087162
136.29229736328125,-13.868738174438477,-273.72802734375,-64.665283203125,0.7765052318572998,14.45866870880127,57474,47873,58650,5349,59389,58242,-1.9918135404586792,0.6804954409599304,0.36251741647720337,-1.3588635921478271,0.009774327278137207,0.01639537140727043
127.8353042602539,-13.75086498260498,-272.0050048828125,-65.96096801757812,0.9978210926055908,12.184399604797363,63873,11522,15894,47593,58109,64129,-1.8974552154541016,0.6533480286598206,0.028424490243196487,-1.395816683769226,0.013881802558898926,0.01654711738228798
121.84552764892578,-13.65643310546875,-270.97772216796875,-66.7885513305664,1.0792748928070068,10.6018648147583,30081,20482,4883,58348,62205,30081,-1.8970201015472412,0.632466733455658,0.03696182742714882,-1.4208847284317017,0.015486598014831543,0.016082771122455597
114.59400939941406,-13.541617393493652,-269.93756103515625,-67.70494842529297,1.022870659828186,8.699197769165039,61824,12546,18447,45296,6910,61824,-1.8950945138931274,0.6135368943214417,-0.14616797864437103,-1.4508358240127563,0.015248775482177734,0.014839522540569305
107.08224487304688,-13.428715705871582,-269.0910949707031,-68.5679702758789,1.079786777496338,6.653090953826904,34688,18690,21515,42740,39678,34176,-1.9816524982452393,0.5937423706054688,0.1433066725730896,-1.4819507598876953,0.01682102680206299,0.010948599316179752
100.8246078491211,-13.332328796386719,-268.5643310546875,-69.2152328491211,1.0232911109924316,4.949683666229248,18304,10242,2056,61687,7166,18048,-1.9774186611175537,0.5774498581886292,-0.08525749295949936,-1.5077264308929443,0.015895366668701172,0.014821259304881096
93.29203033447266,-13.218389511108398,-268.1442565917969,-69.91383361816406,1.080584168434143,2.8201329708099365,6016,14338,2820,60155,47101,6016,-2.025949478149414,0.5608689785003662,0.01473247166723013,-1.5388611555099487,0.016771912574768066,0.01786774769425392
85.443115234375,-13.100729942321777,-267.95465087890625,-70.54558563232422,1.0710028409957886,0.561856210231781,1920,17154,57855,5120,48637,1920,-2.121274709701538,0.5451892614364624,0.1801164597272873,-1.5714356899261475,0.01770496368408203,0.017676010727882385
77.71538543701172,-12.976024627685547,-268.0184020996094,-71.06898498535156,1.1357743740081787,-1.7078269720077515,6528,19202,48379,15108,62973,6272,-2.090104579925537,0.5232373476028442,-0.11407417058944702,-1.6038681268692017,0.018452763557434082,0.015976186841726303
71.10026550292969,-12.87282657623291,-268.2690124511719,-71.44223022460938,1.142980933189392,-3.692657470703125,17536,20482,12024,51975,36350,16512,-2.194370985031128,0.513843297958374,0.1727454662322998,-1.631756067276001,0.018755197525024414,0.011322902515530586
63.00965118408203,-12.736916542053223,-268.825927734375,-71.7987289428711,1.2678442001342773,-6.159938812255859,40320,36610,54515,9484,38142,38784,-2.21413516998291,0.49593663215637207,0.16771191358566284,-1.6658474206924438,0.020964980125427246,0.011130225844681263
56.283878326416016,-12.614129066467285,-269.4979248046875,-72.02131652832031,1.3432860374450684,-8.169551849365234,129,41474,19696,44303,39678,64128,-2.048776388168335,0.4864761531352997,0.0008467314764857292,-1.6936262845993042,0.021782755851745605,0.010928531177341938
48.242733001708984,-12.47126579284668,-270.52423095703125,-72.28374481201172,1.2284350395202637,-10.140928268432617,29825,30722,63980,531,53758,28289,-1.5154422521591187,0.4927665591239929,-0.02052559144794941,-1.719908595085144,0.020455241203308105,0.009250698611140251
40.24631118774414,-12.337496757507324,-271.72186279296875,-72.59591674804688,1.1989595890045166,-11.432692527770996,45697,24322,26603,37140,12286,44929,-0.8698025345802307,0.4637124538421631,0.010901976376771927,-1.7322237491607666,0.020599842071533203,0.014212919399142265
33.624244689941406,-12.231887817382812,-272.7929992675781,-72.90385437011719,1.1259361505508423,-12.045572280883789,51841,18690,54506,8981,64253,51329,-0.4906502068042755,0.44347068667411804,-0.05086749792098999,-1.736752986907959,0.02023947238922119,0.015809889882802963
25.532312393188477,-12.10704231262207,-274.1532287597656,-73.30254364013672,1.1425875425338745,-12.482218742370605,57217,17666,23530,39957,54269,56705,-0.22599640488624573,0.4201883375644684,0.030739396810531616,-1.7404727935791016,0.02036309242248535,0.017024653032422066
17.40253448486328,-11.980574607849121,-275.5455627441406,-73.72608184814453,1.1748322248458862,-12.647005081176758,57985,22530,18922,44821,13054,57217,0.028851870447397232,0.4082404375076294,0.09297991544008255,-1.7410883903503418,0.020471811294555664,0.014130477793514729
9.293634414672852,-11.846843719482422,-276.92779541015625,-74.16761016845703,1.2372745275497437,-12.51849365234375,52609,30722,50922,13333,45566,51329,0.2951582670211792,0.37494993209838867,-0.004156727809458971,-1.73727285861969,0.020743966102600098,0.010226786136627197
1.351105809211731,-11.70570182800293,-278.2466735839844,-74.60617065429688,1.4101752042770386,-12.166095733642578,43905,49154,41195,24084,23551,41857,0.4482325613498688,0.3536701500415802,0.07795482128858566,-1.7306488752365112,0.022040486335754395,0.005065779201686382
-6.805061340332031,-11.545907020568848,-279.5488586425781,-75.04141998291016,1.493013620376587,-11.733137130737305,34689,56578,34540,31251,59647,32641,0.4516598880290985,0.3328661620616913,-0.06181677058339119,-1.7236173152923584,0.02222621440887451,0.0007434419239871204
-14.904607772827148,-11.386832237243652,-280.7914733886719,-75.2703628540039,1.4360320568084717,-11.361776351928711,28033,41730,10989,55570,29440,26497,0.3006235957145691,0.3858414888381958,-0.21259285509586334,-1.7186306715011597,0.019884109497070312,-0.0035396551247686148
-21.925491333007812,-11.258334159851074,-281.84075927734375,-75.54840087890625,1.403795838356018,-11.203801155090332,25985,46850,25581,42258,27137,24961,0.15994267165660858,0.3717954456806183,0.22137591242790222,-1.7170296907424927,0.019379019737243652,-0.011059867218136787
-30.15815544128418,-11.09550666809082,-283.055419921875,-75.94117736816406,1.5357452630996704,-11.179971694946289,26241,58882,26349,42770,12290,25729,0.027945436537265778,0.3575129806995392,-0.006852761376649141,-1.7170758247375488,0.019919395446777344,-0.01709878258407116
-38.43204879760742,-10.933853149414062,-284.2732238769531,-76.3158187866211,1.4050010442733765,-11.227437973022461,26497,45570,22765,46354,32002,26753,0.0307296235114336,0.3470316529273987,-0.17285190522670746,-1.7175285816192627,0.01800239086151123,-0.019458679482340813
-46.75858688354492,-10.78187370300293,-285.4946594238281,-76.11408233642578,1.3708593845367432,-11.104326248168945,24705,30466,33005,35858,34050,25217,0.1553182750940323,-0.9483697414398193,-0.0798867866396904,-1.7162504196166992,0.01622176170349121,-0.01970440335571766
-55.05020523071289,-10.650546073913574,-286.688232421875,-73.86489868164062,1.0008293390274048,-10.425760269165039,17281,38145,11758,55825,20994,18305,0.4866486191749573,-2.9452433586120605,-0.31294408440589905,-1.7107362747192383,0.009721159934997559,-0.018131030723452568
-61.641536712646484,-10.564619064331055,-287.5915222167969,-70.84490966796875,0.9639643430709839,-9.340794563293457,5761,28417,30191,37392,39682,7297,0.973421573638916,-3.650672197341919,0.1634070873260498,-1.7006287574768066,0.00849461555480957,-0.020376265048980713
-69.20404815673828,-10.464868545532227,-288.513671875,-66.82315826416016,0.8126261830329895,-7.3202738761901855,47232,11265,36082,30989,15874,48512,1.8008921146392822,-3.5502119064331055,-0.1353873908519745,-1.6762754917144775,0.007276177406311035,-0.01753132976591587
-75.1426010131836,-10.39988899230957,-289.0782165527344,-64.21312713623047,0.6360608339309692,-5.070280075073242,21888,1025,59894,6665,59649,22656,2.5743093490600586,-2.9167943000793457,-0.07664044201374054,-1.6419895887374878,0.006870150566101074,-0.014942708425223827
-81.99348449707031,-10.334954261779785,-289.4538269042969,-61.670536041259766,0.5154255628585815,-1.815383791923523,1408,51200,24830,41729,51969,1920,3.0451133251190186,-2.1253468990325928,-0.21327555179595947,-1.5835986137390137,0.005944013595581055,-0.014036771841347218
-87.61056518554688,-10.30094051361084,-289.4891662597656,-59.842979431152344,0.22879014909267426,1.0221972465515137,9344,13056,56069,9978,9986,10368,3.3186492919921875,-1.8735054731369019,-0.18805691599845886,-1.525061011314392,0.0023266077041625977,-0.01683860458433628
-94.93958282470703,-10.290164947509766,-289.12542724609375,-56.85806655883789,-0.003499181941151619,4.784238815307617,9345,37375,273,65262,55553,10369,3.4050397872924805,-1.7326602935791016,-0.06315220147371292,-1.4375067949295044,-0.0014625787734985352,-0.014447316527366638
-99.95259857177734,-10.295900344848633,-288.5720520019531,-55.19841766357422,-0.15391382575035095,7.508485794067383,31874,20479,3865,61158,19458,33410,3.250412702560425,-1.0330708026885986,-0.26078903675079346,-1.3736485242843628,-0.0018020868301391602,-0.017950385808944702
-105.95099639892578,-10.33824634552002,-287.57208251953125,-53.67173385620117,-0.6618501543998718,10.515161514282227,48004,60669,25634,37853,32514,49284,2.8399131298065186,-0.5547324419021606,-0.5741257667541504,-1.2984371185302734,-0.010415077209472656,-0.019528646022081375
-110.88749694824219,-10.413668632507324,-286.46795654296875,-52.322608947753906,-0.7211220264434814,13.354792594909668,5767,8958,61737,2262,15106,7047,4.084554672241211,-0.3731035888195038,0.6859679222106934,-1.2366917133331299,-0.008077502250671387,-0.0174571480602026
-116.67160034179688,-10.467899322509766,-284.74835205078125,-50.644474029541016,-0.4792368412017822,16.99333381652832,6538,21758,51505,12494,48386,8586,3.202547788619995,-0.1557309329509735,-0.19353148341178894,-1.1710419654846191,-0.0037250518798828125,-0.02141253650188446
-121.31871795654297,-10.522783279418945,-283.0458984375,-49.38456344604492,-0.7029164433479309,19.603858947753906,39564,2814,21815,41928,45314,41356,3.1625592708587646,-0.005194625351577997,-0.18529970943927765,-1.1234753131866455,-0.004717350006103516,-0.021052569150924683
